,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,GarageCars,SalePrice
73,5,1954,6.990256500493881,6.990256500493881,1,2,11.883799128308773
74,3,1915,6.733401891837359,7.380879035564116,2,1,11.584315461056901
75,4,1973,6.135564891081739,6.895682697747868,1,1,11.418614785498987
76,4,1956,6.858565034791365,6.858565034791365,1,1,11.818570237796182
77,5,1948,6.51025834052315,7.158513997329321,1,1,11.751942365440728
78,4,1968,7.477604243197589,7.477604243197589,2,0,11.824079893607152
79,5,1910,6.0867747269123065,7.114769448366463,1,2,11.608235644774552
80,6,1968,6.79794041297493,7.669495251007694,2,1,12.173032791451973
81,6,1998,7.1204443723924875,7.198183577101943,2,2,11.941455846009388
82,8,2007,7.354362330421477,7.354362330421477,2,3,12.409013489526863
83,5,1960,6.970730078143525,6.970730078143525,1,2,11.747997587149712
84,7,1995,5.950642552587727,7.295735072749282,2,2,12.034691028774553
85,8,1991,7.160845906664299,7.790282380703483,2,2,12.468436909997665
86,6,2005,6.52795791762255,7.352441100243583,2,2,12.066810578196666
87,6,2009,6.416732282512326,7.1098794630722715,2,2,12.010665849187564
88,3,1915,6.920671504248683,7.330405211844402,1,0,11.350406535472453
89,4,1994,6.897704943128636,6.897704943128636,1,0,11.724805824005728
90,4,1950,0.0,6.946975992135418,1,2,11.607326140391713
91,5,1961,7.118826249062078,7.118826249062078,1,2,11.498826540590727
92,5,1921,6.775366090936392,6.871091294610546,1,2,12.004568269319446
93,6,1910,7.101675971619444,7.736743682453495,2,2,11.804848531679264
94,6,1997,6.714170529909472,7.487733761436444,2,2,12.229545001715316
95,6,1993,6.522092798170152,7.293017679772782,2,2,12.128111104060462
96,7,1999,7.370230641807081,7.370230641807081,2,2,12.273731294003989
97,4,1965,6.866933284461882,6.866933284461882,1,1,11.458997122944673
98,5,1920,6.126869184114185,6.727431724850855,1,1,11.326595886778735
99,4,1959,6.856461984594587,7.110696122978827,1,0,11.76718001130949
100,6,1977,7.383989457978509,7.383989457978509,2,2,12.230765258120545
101,6,1985,6.608000625296087,7.4570320891223805,2,2,12.089538829274222
102,5,1979,0.0,7.336285660021297,2,2,11.686576205316552
103,7,2009,7.111512116496157,7.111512116496157,2,3,12.200557464842063
104,7,1931,6.946975992135418,7.505492274737424,1,1,12.040608205802641
105,8,2003,6.959398512133975,7.596894438144544,2,2,12.429216196844383
106,4,1885,6.46302945692067,6.953684210870537,1,1,11.512925464970229
107,5,1948,6.670766320845874,6.670766320845874,1,1,11.652687407345388
108,5,1919,6.675823221634848,7.324489979348532,2,0,11.652687407345388
109,6,1977,7.519692404116539,7.519692404116539,2,2,12.154779351142624
110,6,1954,6.901737206656574,7.5256399750415355,2,1,11.82700601127654
111,7,2000,5.950642552587727,7.265429723253953,2,2,12.100712129872347
112,7,2007,7.142036574706803,7.899524472032198,2,3,12.858319703517948
113,6,1953,7.500529485395295,7.7226775164680035,2,2,12.287652632522597
114,6,1945,6.93537044601511,7.749322464660356,2,1,12.46651198158808
115,6,1999,6.591673732008658,7.284820912568604,2,2,12.078239274020289
116,5,1962,6.9957661563048505,6.9957661563048505,1,1,11.842229212112828
117,5,2006,7.025538314638521,7.025538314638521,1,2,11.951180395901384
118,7,1990,7.422373700986824,8.07775756373692,3,3,12.676076274775909
119,6,2005,6.590301048196686,7.283448228756631,2,2,12.007560729337492
120,6,1969,6.843749949006225,6.895682697747868,1,2,12.100712129872347
121,4,1939,6.595780513961311,7.023758954738443,1,1,11.512925464970229
122,6,1958,6.984716320118266,6.984716320118266,1,1,11.820410164718188
123,6,1993,7.089243155027514,7.089243155027514,2,2,11.94405831982697
124,6,1979,7.216709486709457,7.368970402194793,2,2,12.106252310247962
125,6,1935,6.253828811575473,6.625392368007956,1,0,11.344506813345266
126,6,1976,6.982862751468942,6.86484777797086,2,2,11.759785542901755
127,5,1930,6.51025834052315,6.733401891837359,1,0,11.37366339763672
128,6,1966,6.492239835020471,7.206377291472252,1,2,11.951180395901384
129,5,1958,6.915723448631314,6.959398512133975,1,2,11.918390573078392
130,7,1966,6.828712071641684,7.676473646389156,2,2,12.328290278254423
131,6,2000,6.899723107284872,7.627544390488503,2,2,12.404923504275338
132,5,1959,6.968850378341948,7.190676034332207,1,2,11.923378114589433
133,8,2001,7.144407180321139,7.16703787691222,2,2,12.301382825334498
134,5,1968,7.2868764117507,7.450660796211539,2,2,12.100712129872347
135,7,1970,7.1731917424865985,7.427738840532894,2,2,12.066810578196666
136,5,1967,7.101675971619444,7.101675971619444,2,1,11.870599909242044
137,7,1988,7.553286605600419,7.580189417944541,3,3,12.049418835484797
138,8,1999,6.911747300251674,7.524021415206125,2,3,12.345834587905333
139,6,1997,6.833031732786201,7.475339236566737,2,2,12.352335152508426
140,4,1971,6.761572768804055,6.761572768804055,1,0,11.652687407345388
141,7,2005,7.458186157340487,7.458186157340487,2,2,12.468436909997665
142,5,1952,6.813444599510896,7.233455418621439,2,2,12.01974306733868
143,7,1999,7.306531398939505,7.313886831633462,2,2,12.225875272826354
144,5,1963,7.454719949364001,7.454719949364001,2,2,11.736069016284437
145,6,2004,6.877296071497429,7.443663683115591,2,2,11.77528972943772
146,5,1931,6.5722825426940075,6.774223886357614,1,1,11.56171562913966
147,7,2001,6.784457062637643,7.618251097876695,2,2,12.312682380588432
148,7,2004,6.984716320118266,6.984716320118266,1,0,11.856515169360305
149,5,1936,6.79794041297493,7.203405521083095,1,1,11.652687407345388
150,5,1975,6.876264611890766,6.876264611890766,1,2,11.711776323715394
151,8,2007,7.444248649496705,7.444248649496705,2,3,12.827729194939907
152,6,1971,6.715383386334681,7.597396320212795,2,2,12.154779351142624
153,6,1960,7.379008127628304,7.132497551660044,1,2,12.367340793126296
154,6,1923,7.090076835776092,7.090076835776092,1,1,11.736069016284437
155,6,1924,6.349138991379798,6.999422467507961,1,0,11.27720313144916
156,5,1950,0.0,6.946975992135418,1,2,11.603679828238693
157,8,2009,6.651571873589727,7.584773077612199,2,3,12.504323669331189
158,7,2004,6.898714534329988,7.5740450053721995,2,2,12.448626590364206
159,7,2005,7.238496840894365,7.808729306744399,2,2,12.676076274775909
160,6,1984,7.116394144093465,7.116394144093465,2,2,11.998433280751929
161,9,2003,7.360103972989152,7.889084407035514,2,3,12.929991484756872
162,7,2005,7.340186835320115,7.340186835320115,2,2,12.301382825334498
163,4,1956,6.782192056006791,6.782192056006791,1,0,11.544424132029599
164,6,1926,7.046647277848756,7.38770923908104,2,1,11.931635799828413
165,5,1940,6.467698726104354,7.2115567333138015,2,0,11.755871643580617
166,5,1955,7.388327859577107,7.532088143541722,1,1,12.154779351142624
167,8,2007,7.366445148327599,7.6783263565068856,1,3,12.693498620467778
168,7,2004,6.733401891837359,7.450079569807499,2,2,12.119969946476761
169,8,1981,7.430114138561801,7.442492722794441,2,2,12.337100907936577
170,5,1941,6.579251212010101,7.231287004327616,1,2,11.763684183317412
171,6,1960,6.984716320118266,7.412160334945205,1,2,12.2783933071098
172,7,1987,6.96979066990159,7.4770384723196965,2,2,12.384218830913648
173,6,1961,7.216709486709457,7.216709486709457,1,2,12.0015054797889
174,6,1986,7.381501894506707,7.409136443920128,2,2,12.122691036591123
175,6,1950,7.091742115095153,7.67693714581808,2,2,12.400816722322686
176,6,1988,7.048386408721883,7.630461261783627,2,2,12.259613412458204
177,5,1958,6.9584483932976555,7.560080465021827,2,2,12.058152515453552
178,9,2008,7.703459047867175,7.711548979629146,2,3,13.1260306447518
179,5,1923,6.875232087276577,6.875232087276577,1,2,11.512925464970229
180,6,2000,6.628041376179533,7.329749689041512,2,2,12.083905011555967
181,7,1920,6.675823221634848,7.496652438168283,1,1,12.206572520571825
182,5,1957,0.0,7.200424892944957,1,1,11.695247021764184
183,7,2003,7.216709486709457,7.641084249174914,2,2,12.206072645530174
184,5,1908,6.222576268071369,7.132497551660044,1,2,11.751942365440728
185,10,1892,7.009408932708637,8.190908881182514,2,3,13.071070083016778
186,7,1990,7.080026499922591,7.104144092987527,2,2,12.061046873479915
187,5,1916,6.492239835020471,7.412160334945205,2,1,11.813030057420567
188,5,1979,6.990256500493881,7.1098794630722715,0,2,11.940393392554734
189,8,2001,7.373374309910049,7.373374309910049,1,2,12.56374708980199
190,8,1932,6.748759547491679,7.910957382845589,2,2,12.66032791780777
191,7,1972,6.586171654854675,7.2991214627108,1,2,12.122691036591123
192,7,1999,7.266128779556451,7.266128779556451,2,2,12.165250651009918
193,7,2004,6.877296071497429,7.443663683115591,2,2,11.77528972943772
194,5,1972,6.761572768804055,6.761572768804055,1,1,11.751942365440728
195,6,1976,6.75110146893676,7.283448228756631,2,2,11.908340237224891
196,7,2007,7.453561871643373,7.453561871643373,2,3,12.650348126203179
197,8,1918,7.215239978730097,8.043020885298283,2,2,12.367340793126296
198,6,1912,6.626717749249025,7.709308333385869,1,0,11.55214617812351
199,8,2004,7.44600149832412,7.44600149832412,2,3,12.524162674153336
200,4,2003,7.02197642307216,7.02197642307216,2,2,11.84939770159144
201,6,1977,7.086737934510577,7.153833801578843,2,2,12.052338545588132
202,6,1924,6.424869023905388,7.177782416195197,2,1,11.626254150277232
203,6,2004,6.742880635791903,6.742880635791903,1,2,11.911701584927597
204,5,1947,6.579251212010101,7.157735484249907,1,1,11.608235644774552
205,7,1990,7.261225091971921,7.273786317844895,2,2,12.103486056755072
206,5,1962,7.038783541388542,7.4360278163518485,1,1,11.876873892875459
207,4,1960,7.003065458786462,7.003065458786462,1,1,11.856515169360305
208,7,1988,7.053585727193677,7.631431664576906,2,2,12.531772785169476
209,6,1964,6.9957661563048505,6.9957661563048505,1,2,11.884489021402711
210,5,1925,6.761572768804055,6.761572768804055,1,0,11.49272275765271
211,6,2009,7.10002716662926,7.10002716662926,2,2,12.133501952695338
212,7,2009,6.802394763324311,7.524021415206125,2,2,12.439871229831715
213,5,1995,6.897704943128636,6.897704943128636,1,2,11.957611286231675
214,6,1977,6.535241271013659,7.238496840894365,1,1,11.993807212363148
215,5,1957,6.975413927455952,7.119635638017636,1,1,11.80894766169701
216,7,2004,7.269616749608169,7.269616749608169,2,2,12.254862809699606
217,4,1925,6.530877627725885,7.191429330036379,1,1,11.580584113444043
218,7,1939,6.682108597449809,7.577633832602728,1,2,12.649154617209645
219,7,2005,7.129297548929373,7.129297548929373,2,2,12.0271851854705
220,7,2006,7.311886164077165,7.311886164077165,2,2,12.230277334226992
221,6,2002,6.917705609835305,7.726212650507529,2,2,12.206072645530174
222,6,1975,6.569481420414296,7.347299700743164,2,2,12.100156419938624
223,4,1971,6.761572768804055,6.761572768804055,1,2,11.48246625748552
224,10,2003,7.779885115070522,7.779885115070522,2,3,12.864240107194092
225,5,1971,6.4457198193855785,7.171656822768514,2,1,11.626254150277232
226,7,1995,7.0925737159746784,7.832014180505469,2,3,12.577636201962656
227,6,1970,6.180016653652572,6.894670039433482,1,1,11.571194373094205
228,5,1967,6.815639990074331,6.815639990074331,1,1,11.736069016284437
229,7,2005,7.224753405767971,7.349230824613334,2,2,12.167851432709975
230,6,1959,7.085064293952548,7.085064293952548,1,1,11.904967552746252
231,8,1995,7.2875606403097235,7.935229539816907,2,3,12.90669184092882
232,6,1972,6.180016653652572,6.894670039433482,1,1,11.456355113481834
233,5,1976,6.795705775173514,6.795705775173514,1,1,11.761346823468706
234,6,2002,6.756932389247553,7.580699752224563,2,2,12.285345826424681
235,6,1971,6.180016653652572,6.894670039433482,1,1,11.401993904262946
236,7,2004,7.254177846456518,7.254177846456518,2,2,12.130810161029627
237,7,1993,6.903747257584598,7.463936604468925,2,2,12.178187442040638
238,8,2007,7.434847875211999,7.434847875211999,2,3,12.669806661762314
239,6,1945,6.5998704992128365,7.304515946460155,1,1,11.635143097694478
240,8,2008,7.356279876550748,7.356279876550748,2,2,12.478006361013815
241,5,1945,6.530877627725885,6.763884908562435,1,0,11.612770799939945
242,5,1900,6.29156913955832,7.272398392570047,1,1,11.27720313144916
243,6,1980,6.439350371100098,7.104144092987527,1,1,11.695247021764184
244,7,1994,6.854354502255021,7.6544432264701125,2,2,12.230765258120545
245,7,1988,7.520234556474628,7.534762657037537,2,2,12.394624752074764
246,6,1910,6.927557906278317,7.564238475170491,2,1,11.827736204810263
247,6,1954,7.220373836723949,7.226209010100671,1,2,11.84939770159144
248,7,2003,6.733401891837359,7.419380582918692,2,2,12.100712129872347
249,6,1958,7.275172319452771,7.670428522190693,2,2,12.531772785169476
250,3,1940,6.590301048196686,7.174724309836376,1,0,11.245046019814627
251,8,2006,7.360739903058278,7.393263094763838,2,2,12.367340793126296
252,6,2004,6.682108597449809,7.402451520818244,2,2,12.061046873479915
253,6,1964,7.171656822768514,7.171656822768514,2,1,11.970350312009105
254,5,1957,7.1808311990445555,7.1808311990445555,1,1,11.884489021402711
255,7,1999,6.882437470997847,7.736743682453495,2,2,12.345834587905333
256,6,2003,6.761572768804055,7.454719949364001,2,2,12.24288661865289
257,7,2006,7.38025578842646,7.38025578842646,2,2,12.301382825334498
258,7,2001,6.870053411798126,7.491087593534876,2,2,12.352335152508426
259,5,1956,0.0,6.782192056006791,1,1,11.48246625748552
260,6,1962,7.216709486709457,7.231287004327616,1,2,12.078239274020289
261,8,2007,7.301147805856032,7.853216388156072,2,3,12.528156144699286
262,6,1977,6.226536669287466,7.10002716662926,1,2,11.925035115797062
263,5,1929,6.8308742346461795,7.182352111885263,1,2,11.77528972943772
264,5,1925,6.522092798170152,6.638567789166521,1,2,11.198214720130528
265,6,1981,7.259819610363186,7.259819610363186,2,2,12.075394321888057
266,6,1997,6.687108607866515,7.32052696227274,2,2,12.128111104060462
267,5,1939,6.579251212010101,7.692569648067906,2,1,12.097930486910471
268,5,1940,6.606650186198215,6.656726524178391,1,1,11.699405031912846
269,6,1976,7.04141166379481,7.014814351275545,1,1,11.904967552746252
270,8,2006,6.9985096422506015,7.569927655242652,2,3,12.491251587763836
271,7,1954,7.233455418621439,7.217443431696533,1,2,12.394624752074764
272,8,1999,7.049254841255837,7.727535110475448,2,3,12.577636201962656
273,6,1958,7.122866658599083,7.397561535524052,2,1,11.842229212112828
274,5,1982,6.704414354964107,6.704414354964107,1,1,11.732060994886899
275,7,1925,6.858565034791365,7.344719054149673,2,2,12.230765258120545
276,7,2003,7.352441100243583,7.352441100243583,2,2,12.211060187041213
277,4,1951,6.761572768804055,6.761572768804055,1,2,11.856515169360305
278,9,2006,7.659642954564682,7.659642954564682,2,3,12.936751613811438
279,7,1977,7.05617528410041,7.611842399580417,2,2,12.165250651009918
280,7,1989,6.693323668269949,7.591861714889934,2,2,12.339291489316397
281,6,2006,7.140453043101158,7.140453043101158,2,2,12.128111104060462
282,7,2007,7.1808311990445555,7.1808311990445555,2,2,12.24288661865289
283,8,2008,7.291656209174461,7.291656209174461,2,3,12.407379502235209
284,6,1992,7.362010551259734,7.362010551259734,2,2,12.096257779522967
285,7,2006,6.437751649736401,7.1308988302963465,2,2,12.011880916165731
286,6,1962,6.815639990074331,7.458186157340487,1,2,11.976659481202368
287,4,1971,6.754604099487962,6.754604099487962,1,0,11.385092093460344
288,5,1967,6.782192056006791,6.802394763324311,1,1,11.711776323715394
289,6,1915,6.548219102762372,7.241366283322318,1,1,11.941944326032129
290,8,2006,6.983789965258135,7.5595594960077,2,2,12.359780370124389
291,5,1912,6.659293919683638,7.447751280047908,2,0,11.819674600139235
292,5,1949,6.643789733147672,7.447751280047908,1,1,11.782952602183288
293,7,1977,6.678342114654332,7.724446645633537,2,2,12.367340793126296
294,6,1953,7.255591274253665,7.404887575616125,1,2,12.025749091398891
295,6,1984,6.910750787961936,6.910750787961936,1,2,11.867097278690842
296,5,1950,6.813444599510896,7.351158226430694,1,1,11.931635799828413
297,7,1997,6.882437470997847,7.575584651557793,2,2,12.384218830913648
298,6,1968,6.553933404025811,7.463363045520021,1,2,12.072541252905651
299,6,1950,6.9957661563048505,7.049254841255837,1,1,11.973509872299472
300,5,1953,7.060476365999801,7.197435354096591,1,1,11.964001084330445
301,8,1998,6.93537044601511,7.804659297056102,2,2,12.495003937382387
302,7,2001,7.340186835320115,7.340186835320115,2,3,12.230765258120545
303,5,1972,6.795705775173514,6.795705775173514,1,2,11.917723684090689
304,7,1880,7.293017679772782,8.158516244806831,3,3,12.594730635321957
305,8,2004,7.600902459542082,7.600902459542082,2,3,12.631013530138995
306,7,1990,6.551080335043404,7.715569534520208,2,3,12.323855681186558
307,6,1920,5.765191102784844,7.2485040723706105,1,0,11.401993904262946
308,4,1940,6.7580945044277305,6.7580945044277305,1,2,11.320553572322773
309,9,2003,7.547501682814967,7.572502985020384,2,3,12.793859310432293
310,6,1993,6.546785410760524,7.313886831633462,2,2,12.017330520933296
311,6,1948,6.879355804460439,6.879355804460439,1,1,11.790557201568507
312,5,1939,6.675823221634848,7.0192966537150445,1,2,11.694413341015606
313,7,1965,7.666690200080086,7.618742377670413,2,2,12.834681304952548
314,7,1925,6.590301048196686,7.403061091090091,1,2,12.089538829274222
315,7,2004,6.573680166960646,7.266827347520591,2,2,12.146853285870202
316,7,1980,6.739336627357174,7.763446388727362,2,2,12.468436909997665
317,8,2006,6.992096427415888,7.580189417944541,2,3,12.506177237980511
318,7,1993,7.205635176410364,7.880804344674901,2,3,12.468436909997665
319,7,1980,7.22402480828583,7.294377299288821,2,2,12.141534124392603
320,9,2006,7.130098510125578,7.86172707782398,3,3,12.7444443677961
321,8,2004,7.035268599281097,7.811163385025279,2,3,12.777052192115912
322,7,1986,7.31455283232408,7.912056888179006,2,2,12.614865543731012
323,3,1955,7.057897937411856,7.0587581525186645,1,1,11.745425111208464
324,7,1967,6.565264970035361,7.999007213243955,2,2,12.396693005138824
325,5,1941,6.579251212010101,6.688354713946762,1,2,11.37366339763672
326,8,1993,7.449498005382849,7.449498005382849,1,2,12.688498794774466
327,6,1960,7.232010331664759,7.232010331664759,1,1,11.886211674714158
328,6,1916,6.738152494595957,7.665753431861699,2,2,12.27606501735021
329,5,1920,6.39024066706535,7.083387847625295,1,1,11.26446410567173
330,5,1964,7.454719949364001,7.454719949364001,2,1,11.686878772093667
331,5,1958,6.962243464266207,6.962243464266207,1,1,11.842229212112828
332,8,2003,8.072779333169498,7.395721608602045,2,3,12.556729517143344
333,7,2004,7.213768308118642,7.213768308118642,2,2,12.240474072247506
334,6,1998,6.849066282633458,7.401231264413015,2,2,12.165250651009918
335,5,1965,7.312553498102598,7.487733761436444,2,2,12.341258918085241
336,9,2005,7.561121589530238,7.561121589530238,2,3,12.841129801965447
337,7,2002,7.336936913707618,7.336936913707618,2,2,12.273731294003989
338,7,1984,7.0967213784947605,7.390798521735676,2,2,12.218495165528731
339,6,1958,7.102499355774649,7.102499355774649,1,1,11.951180395901384
340,8,2002,6.874198495453294,7.553810852008231,2,2,12.220468525813907
341,4,1950,6.580639137284949,6.734591659972948,1,1,11.314474526246391
342,3,1949,0.0,6.946975992135418,2,2,11.379394072345706
343,9,2005,7.428927194802272,7.428927194802272,2,2,12.491251587763836
344,5,1976,6.284134161070802,7.013915474810528,1,1,11.350406535472453
345,6,1939,6.879355804460439,7.3632795869630385,1,1,11.850825253582627
346,6,1960,6.86484777797086,6.86484777797086,1,1,11.928340903931561
347,6,1960,7.298445101508147,7.298445101508147,2,2,11.967180737247824
348,7,2003,6.638567789166521,7.3938782901077555,2,2,11.944707881395766
349,9,2005,7.521859252201629,7.911324018963353,2,3,12.988040814744458
350,9,2007,7.533158807455563,7.533158807455563,2,2,12.669998467265833
351,7,1986,7.2813856635702825,7.2813856635702825,1,2,12.154779351142624
352,5,1941,6.423246963533519,7.01301578963963,1,1,11.461632170582678
353,6,1928,6.436150368369428,6.579251212010101,1,2,11.570250531589497
354,6,1940,6.84587987526405,7.374629015218945,1,1,11.84939770159144
355,6,1995,7.090076835776092,7.090076835776092,2,2,12.086725887897607
356,6,1992,7.05444965813294,7.062191632286556,2,2,12.061046873479915
357,5,1976,7.040536390215956,7.040536390215956,1,2,11.805595078933049
358,5,1958,6.967909201801884,7.20934025660291,1,1,11.77528972943772
359,8,1998,6.990256500493881,7.562161631225652,2,2,12.542544882151386
360,6,1978,6.78897174299217,6.815639990074331,1,2,11.957611286231675
361,5,1940,6.78332520060396,7.316548177182976,1,1,11.884489021402711
362,7,2003,0.0,7.561121589530238,3,2,12.198544379109382
363,6,1972,6.180016653652572,6.894670039433482,1,1,11.678439903447801
364,6,1976,6.679599185844383,7.3613754289773485,2,2,12.154779351142624
365,5,1920,6.51025834052315,7.203405521083095,1,1,11.898187865760873
366,6,1963,7.2399325913204695,7.2399325913204695,1,2,11.976659481202368
367,6,1962,7.002155954403621,7.266128779556451,1,1,12.013700752882718
368,5,1954,7.145196134997171,7.145196134997171,1,1,11.790557201568507
369,5,1959,6.968850378341948,7.160069207596127,1,2,11.99535161421452
370,6,2000,6.859614903654202,7.416979621381154,2,2,12.05757263721173
371,4,1959,0.0,7.370230641807081,2,2,11.808813773969108
372,6,1984,6.612041034833092,6.62273632394984,1,1,11.736069016284437
373,5,1953,6.410174881966167,7.1846291527173145,1,1,11.719939634354555
374,7,2003,6.741700694652055,7.564238475170491,2,2,12.299107511497363
375,1,1922,6.52649485957079,6.806829360392176,0,0,11.018629143155449
376,5,1996,6.76849321164863,6.81783057145415,1,2,11.904967552746252
377,8,2004,7.365180126021013,7.81035268372429,3,2,12.736700896592344
378,9,2010,7.526178913346146,7.526178913346146,1,3,12.885202034321916
379,6,2000,6.889591308354466,7.495541943884256,2,2,12.095141084822892
380,5,1924,6.933423025730715,7.43307534889858,2,1,11.751942365440728
381,7,2006,7.164720378771857,7.170888478512505,2,2,12.142866569626381
382,7,2006,6.844815479208263,7.493873886783559,2,2,12.271392111650817
383,6,1928,6.664409020350408,6.664409020350408,1,2,11.238488619268468
384,6,1992,7.365180126021013,7.577121930876679,2,2,12.388394202324129
385,8,2004,7.135687347028144,7.1459844677143876,2,2,12.165250651009918
386,5,1910,6.489204931325317,7.076653815443951,1,0,11.302204433654575
387,6,1976,6.947937068614969,7.025538314638521,1,1,11.736069016284437
388,7,1999,7.291656209174461,7.2991214627108,2,2,12.160028707028767
389,10,2007,7.427738840532894,7.754481547470383,2,3,12.962194625251508
390,5,1900,6.7580945044277305,7.220373836723949,1,1,11.686878772093667
391,6,2001,6.6895992691789665,7.581209826196346,2,2,12.2783933071098
392,5,1959,0.0,6.782192056006791,1,1,11.575900264131617
393,4,1941,6.669498089857879,6.669498089857879,1,0,11.512925464970229
394,5,1940,6.5998704992128365,6.9411900550683745,1,1,11.59910316121128
395,5,1956,7.042286171939743,7.042286171939743,1,1,11.76756768334381
